subscription_id,user_id,subscription_type,subscription_start_date,subscription_end_date,payment_method,premium_offer_shown,premium_offer_clicked,upgraded_to_premium
SUB_1542,USR_01515,Annual Premium,2025-03-06,,Credit Card,1,1,1
SUB_1543,USR_00004,Annual Premium,2025-01-24,,Google Pay,1,1,1
SUB_1544,USR_06167,Monthly Premium,2025-04-21,2025-05-21,Apple Pay,1,1,1
SUB_1545,USR_00624,Monthly Premium,2025-05-23,2025-06-22,Apple Pay,1,1,1
SUB_1546,USR_07925,Monthly Premium,2025-01-06,,Apple Pay,1,1,1
SUB_1547,USR_09102,Monthly Premium,2025-04-17,,Credit Card,1,1,1
SUB_1548,USR_03283,Monthly Premium,2025-01-04,2025-02-03,Apple Pay,1,1,1
SUB_1549,USR_00861,Monthly Premium,2025-04-23,,Apple Pay,1,1,1
SUB_1550,USR_05576,Annual Premium,2025-03-05,,Credit Card,1,1,1
SUB_1551,USR_00058,Annual Premium,2025-06-24,,Credit Card,1,1,1
SUB_1552,USR_02223,Monthly Premium,2025-05-31,,Credit Card,1,1,1
SUB_1553,USR_00985,Monthly Premium,2025-05-26,,PayPal,1,1,1
SUB_1554,USR_05744,Annual Premium,2025-02-10,,Credit Card,1,1,1
SUB_1555,USR_01977,Monthly Premium,2025-02-19,2025-03-21,Google Pay,1,1,1
SUB_1556,USR_02188,Monthly Premium,2025-04-30,2025-05-30,Credit Card,1,1,1
SUB_1557,USR_06220,Monthly Premium,2025-05-08,,Credit Card,1,1,1
SUB_1558,USR_05817,Annual Premium,2025-05-29,,Credit Card,1,1,1
SUB_1559,USR_01119,Monthly Premium,2025-05-01,2025-05-31,Credit Card,1,1,1
SUB_1560,USR_09515,Monthly Premium,2025-02-08,,Credit Card,1,1,1
SUB_1561,USR_03527,Monthly Premium,2025-02-16,2025-03-18,Apple Pay,1,0,1
SUB_1562,USR_09495,Monthly Premium,2025-05-11,,PayPal,1,1,1
SUB_1563,USR_00669,Monthly Premium,2025-01-24,2025-02-23,Credit Card,1,1,1
SUB_1564,USR_04236,Annual Premium,2025-06-13,,Credit Card,1,1,1
SUB_1565,USR_00049,Monthly Premium,2025-01-15,,Credit Card,1,1,1
SUB_1566,USR_00492,Monthly Premium,2025-07-07,,Credit Card,1,1,1
SUB_1567,USR_09499,Monthly Premium,2025-04-28,,Credit Card,1,1,1
SUB_1568,USR_05766,Monthly Premium,2025-04-19,,Google Pay,1,1,1
SUB_1569,USR_07123,Monthly Premium,2025-06-18,,PayPal,1,1,1
SUB_1570,USR_03082,Monthly Premium,2025-06-08,,Apple Pay,1,1,1
SUB_1571,USR_00906,Monthly Premium,2025-03-01,,Credit Card,1,1,1
SUB_1572,USR_04672,Annual Premium,2025-05-07,,Apple Pay,1,0,1
SUB_1573,USR_07785,Monthly Premium,2025-03-12,,Apple Pay,1,1,1
SUB_1574,USR_05043,Monthly Premium,2025-03-26,2025-04-25,Google Pay,1,1,1
SUB_1575,USR_08300,Monthly Premium,2025-06-22,2025-07-22,Credit Card,1,1,1
SUB_1576,USR_00324,Monthly Premium,2025-04-09,,Credit Card,1,1,1
SUB_1577,USR_00503,Monthly Premium,2025-02-05,2025-03-07,Google Pay,1,0,1
SUB_1578,USR_09615,Monthly Premium,2025-02-15,,PayPal,1,1,1
SUB_1579,USR_09648,Annual Premium,2025-04-12,2025-05-12,Apple Pay,1,0,1
SUB_1580,USR_08687,Monthly Premium,2025-02-26,,Credit Card,1,1,1
SUB_1581,USR_07832,Monthly Premium,2025-02-24,2025-03-26,Credit Card,1,1,1
SUB_1582,USR_07360,Monthly Premium,2025-05-26,,Google Pay,1,1,1
SUB_1583,USR_07693,Monthly Premium,2025-04-12,2025-05-12,Credit Card,1,1,1
SUB_1584,USR_08624,Annual Premium,2025-05-03,2025-06-02,Apple Pay,1,1,1
SUB_1585,USR_02306,Annual Premium,2025-05-26,,Apple Pay,1,1,1
SUB_1586,USR_03128,Monthly Premium,2025-06-22,,Credit Card,1,1,1
SUB_1587,USR_01883,Monthly Premium,2025-01-30,2025-03-01,PayPal,1,1,1
SUB_1588,USR_00651,Monthly Premium,2025-05-05,,Apple Pay,1,1,1
SUB_1589,USR_05318,Monthly Premium,2025-05-13,2025-06-12,PayPal,1,1,1
SUB_1590,USR_08268,Monthly Premium,2025-04-17,2025-05-17,PayPal,1,1,1
SUB_1591,USR_08965,Monthly Premium,2025-01-13,2025-02-12,Credit Card,1,0,1
SUB_1592,USR_00844,Monthly Premium,2025-02-23,2025-03-25,Credit Card,1,1,1
SUB_1593,USR_02103,Monthly Premium,2025-02-01,,Credit Card,1,1,1
SUB_1594,USR_05399,Monthly Premium,2025-06-24,,Google Pay,1,1,1
SUB_1595,USR_04192,Monthly Premium,2025-05-11,,Credit Card,1,1,1
SUB_1596,USR_00238,Monthly Premium,2025-06-03,,Credit Card,1,0,1
SUB_1597,USR_05400,Monthly Premium,2025-03-31,2025-04-30,Credit Card,1,1,1
SUB_1598,USR_00825,Monthly Premium,2025-03-19,2025-04-18,Google Pay,1,1,1
SUB_1599,USR_05978,Annual Premium,2025-05-22,2025-06-21,Apple Pay,1,1,1
SUB_1600,USR_08494,Monthly Premium,2025-02-01,,Google Pay,1,1,1
SUB_1601,USR_01444,Annual Premium,2025-06-17,2025-07-17,Credit Card,1,1,1
SUB_1602,USR_08960,Annual Premium,2025-03-23,,Credit Card,1,1,1
SUB_1603,USR_07154,Monthly Premium,2025-03-15,2025-04-14,Google Pay,1,1,1
SUB_1604,USR_07722,Monthly Premium,2025-04-12,2025-05-12,PayPal,1,1,1
SUB_1605,USR_06938,Monthly Premium,2025-04-09,,Google Pay,1,0,1
SUB_1606,USR_06415,Monthly Premium,2025-04-21,,Credit Card,1,1,1
SUB_1607,USR_07878,Monthly Premium,2025-04-13,,Credit Card,1,1,1
SUB_1608,USR_09678,Annual Premium,2025-04-10,,Google Pay,1,1,1
SUB_1609,USR_04289,Monthly Premium,2025-02-28,,PayPal,1,1,1
SUB_1610,USR_07791,Annual Premium,2025-06-10,2025-07-10,Credit Card,1,1,1
SUB_1611,USR_10000,Monthly Premium,2025-04-26,,Credit Card,1,1,1
SUB_1612,USR_06022,Monthly Premium,2025-03-26,,PayPal,1,1,1
SUB_1613,USR_02338,Annual Premium,2025-03-16,,Apple Pay,1,1,1
SUB_1614,USR_07433,Monthly Premium,2025-01-28,,PayPal,1,1,1
SUB_1615,USR_04769,Monthly Premium,2025-02-18,,Google Pay,1,1,1
SUB_1616,USR_06291,Monthly Premium,2025-04-13,2025-05-13,Credit Card,1,1,1
SUB_1617,USR_02616,Monthly Premium,2025-05-22,,Google Pay,1,1,1
SUB_1618,USR_07558,Monthly Premium,2025-05-02,2025-06-01,Apple Pay,1,1,1
SUB_1619,USR_04503,Monthly Premium,2025-05-19,2025-06-18,Apple Pay,1,1,1
SUB_1620,USR_00068,Monthly Premium,2025-04-18,,Credit Card,1,1,1
SUB_1621,USR_06640,Annual Premium,2025-05-10,,PayPal,1,1,1
SUB_1622,USR_00850,Annual Premium,2025-01-17,,Credit Card,1,1,1
SUB_1623,USR_01345,Monthly Premium,2025-02-20,,Credit Card,1,1,1
SUB_1624,USR_07949,Annual Premium,2025-05-03,2025-06-02,Credit Card,1,1,1
SUB_1625,USR_02122,Monthly Premium,2025-05-04,2025-06-03,Apple Pay,1,1,1
SUB_1626,USR_06326,Monthly Premium,2025-06-06,,Google Pay,1,1,1
SUB_1627,USR_01127,Annual Premium,2025-05-20,2025-06-19,Apple Pay,1,0,1
SUB_1628,USR_09019,Annual Premium,2025-05-03,,Credit Card,1,1,1
SUB_1629,USR_03173,Monthly Premium,2025-02-21,,Apple Pay,1,1,1
SUB_1630,USR_03324,Monthly Premium,2025-04-19,,Apple Pay,1,1,1
SUB_1631,USR_08314,Monthly Premium,2025-05-02,,Apple Pay,1,1,1
SUB_1632,USR_04697,Monthly Premium,2025-06-22,,Credit Card,1,1,1
SUB_1633,USR_05283,Monthly Premium,2025-05-23,2025-06-22,Credit Card,1,1,1
SUB_1634,USR_06482,Monthly Premium,2025-02-09,,Apple Pay,1,1,1
SUB_1635,USR_04411,Monthly Premium,2025-07-01,,Google Pay,1,0,1
SUB_1636,USR_02435,Monthly Premium,2025-03-20,2025-04-19,Credit Card,1,1,1
SUB_1637,USR_00291,Annual Premium,2025-05-16,,Google Pay,1,1,1
SUB_1638,USR_07897,Monthly Premium,2025-01-27,,Apple Pay,1,1,1
SUB_1639,USR_02280,Monthly Premium,2025-01-08,,Google Pay,1,1,1
SUB_1640,USR_00742,Monthly Premium,2025-02-09,,Google Pay,1,1,1
SUB_1641,USR_03830,Monthly Premium,2025-01-18,2025-02-17,Google Pay,1,1,1
SUB_1642,USR_05448,Monthly Premium,2025-02-19,2025-03-21,Google Pay,1,0,1
SUB_1643,USR_05538,Monthly Premium,2025-03-04,,Credit Card,1,1,1
SUB_1644,USR_00022,Monthly Premium,2025-02-07,,Credit Card,1,1,1
SUB_1645,USR_08038,Annual Premium,2025-06-11,2025-07-11,Google Pay,1,1,1
SUB_1646,USR_02495,Monthly Premium,2025-02-14,2025-03-16,Credit Card,1,1,1
SUB_1647,USR_09665,Monthly Premium,2025-05-31,,Credit Card,1,1,1
SUB_1648,USR_02452,Monthly Premium,2025-06-18,,Credit Card,1,1,1
SUB_1649,USR_06555,Monthly Premium,2025-03-03,,Credit Card,1,1,1
SUB_1650,USR_05738,Monthly Premium,2025-04-22,,PayPal,1,1,1
SUB_1651,USR_02090,Annual Premium,2025-06-17,2025-07-17,PayPal,1,0,1
SUB_1652,USR_03583,Monthly Premium,2025-06-20,,Credit Card,1,1,1
SUB_1653,USR_05683,Annual Premium,2025-06-05,,Google Pay,1,1,1
SUB_1654,USR_00702,Monthly Premium,2025-05-08,,Apple Pay,1,1,1
SUB_1655,USR_07476,Monthly Premium,2025-02-14,2025-03-16,Credit Card,1,1,1
SUB_1656,USR_07846,Monthly Premium,2025-05-29,2025-06-28,Credit Card,1,1,1
SUB_1657,USR_05053,Annual Premium,2025-01-16,2025-02-15,Credit Card,1,1,1
SUB_1658,USR_00435,Annual Premium,2025-02-28,,Apple Pay,1,1,1
SUB_1659,USR_07002,Monthly Premium,2025-05-31,,Google Pay,1,1,1
SUB_1660,USR_05521,Monthly Premium,2025-04-24,2025-05-24,Credit Card,1,1,1
SUB_1661,USR_07127,Monthly Premium,2025-06-03,2025-07-03,Credit Card,1,0,1
SUB_1662,USR_00512,Annual Premium,2025-01-09,,Credit Card,1,1,1
SUB_1663,USR_00831,Annual Premium,2025-02-03,,Apple Pay,1,1,1
SUB_1664,USR_06340,Monthly Premium,2025-02-21,,Apple Pay,1,1,1
SUB_1665,USR_07121,Monthly Premium,2025-05-07,,Credit Card,1,1,1
SUB_1666,USR_07638,Annual Premium,2025-02-08,,Credit Card,1,1,1
SUB_1667,USR_08172,Monthly Premium,2025-03-25,,Credit Card,1,1,1
SUB_1668,USR_07652,Monthly Premium,2025-01-29,,Credit Card,1,1,1
SUB_1669,USR_01714,Annual Premium,2025-01-04,2025-02-03,Apple Pay,1,1,1
SUB_1670,USR_04252,Monthly Premium,2025-04-01,2025-05-01,Credit Card,1,1,1
SUB_1671,USR_08875,Monthly Premium,2025-01-16,2025-02-15,Credit Card,1,1,1
SUB_1672,USR_09895,Annual Premium,2025-03-12,,Credit Card,1,1,1
SUB_1673,USR_05876,Monthly Premium,2025-02-12,,Credit Card,1,1,1
SUB_1674,USR_04972,Annual Premium,2025-03-06,,Apple Pay,1,0,1
SUB_1675,USR_06124,Annual Premium,2025-01-09,,Credit Card,1,1,1
SUB_1676,USR_09951,Monthly Premium,2025-01-12,2025-02-11,Credit Card,1,1,1
SUB_1677,USR_01628,Monthly Premium,2025-04-19,2025-05-19,Credit Card,1,1,1
SUB_1678,USR_04011,Monthly Premium,2025-03-15,,Credit Card,1,1,1
SUB_1679,USR_02663,Monthly Premium,2025-01-05,,Credit Card,1,1,1
SUB_1680,USR_05922,Monthly Premium,2025-01-22,2025-02-21,Credit Card,1,1,1
SUB_1681,USR_08156,Monthly Premium,2025-05-20,2025-06-19,Apple Pay,1,1,1
SUB_1682,USR_06526,Monthly Premium,2025-06-12,,PayPal,1,1,1
SUB_1683,USR_06492,Annual Premium,2025-03-19,,Google Pay,1,0,1
SUB_1684,USR_00206,Monthly Premium,2025-03-09,,Credit Card,1,1,1
SUB_1685,USR_07933,Monthly Premium,2025-05-07,2025-06-06,Apple Pay,1,1,1
SUB_1686,USR_00190,Monthly Premium,2025-04-12,2025-05-12,Credit Card,1,1,1
SUB_1687,USR_03076,Monthly Premium,2025-05-05,,Apple Pay,1,1,1
SUB_1688,USR_01050,Annual Premium,2025-03-17,,Credit Card,1,1,1
SUB_1689,USR_08838,Monthly Premium,2025-03-10,2025-04-09,Credit Card,1,1,1
SUB_1690,USR_07735,Monthly Premium,2025-01-07,2025-02-06,Credit Card,1,0,1
SUB_1691,USR_08109,Monthly Premium,2025-01-29,2025-02-28,Google Pay,1,0,1
SUB_1692,USR_00521,Annual Premium,2025-05-02,,PayPal,1,1,1
SUB_1693,USR_02208,Monthly Premium,2025-01-24,2025-02-23,Google Pay,1,1,1
SUB_1694,USR_03412,Monthly Premium,2025-03-19,,Credit Card,1,1,1
SUB_1695,USR_05510,Monthly Premium,2025-04-21,2025-05-21,Credit Card,1,1,1
SUB_1696,USR_08959,Monthly Premium,2025-01-27,2025-02-26,Credit Card,1,1,1
SUB_1697,USR_01728,Annual Premium,2025-03-14,2025-04-13,Credit Card,1,1,1
SUB_1698,USR_05232,Monthly Premium,2025-06-21,,Google Pay,1,1,1
SUB_1699,USR_06888,Monthly Premium,2025-06-05,,Apple Pay,1,1,1
SUB_1700,USR_01044,Monthly Premium,2025-04-16,2025-05-16,Credit Card,1,1,1
SUB_1701,USR_08069,Monthly Premium,2025-03-22,,Credit Card,1,1,1
SUB_1702,USR_02524,Annual Premium,2025-03-29,,PayPal,1,1,1
SUB_1703,USR_07428,Monthly Premium,2025-06-30,2025-07-30,Google Pay,1,1,1
SUB_1704,USR_09755,Monthly Premium,2025-02-23,,Apple Pay,1,1,1
SUB_1705,USR_04190,Annual Premium,2025-04-13,2025-05-13,Credit Card,1,1,1
SUB_1706,USR_09192,Monthly Premium,2025-04-04,,PayPal,1,1,1
SUB_1707,USR_00262,Monthly Premium,2025-05-04,,Credit Card,1,1,1
SUB_1708,USR_03111,Monthly Premium,2025-04-03,2025-05-03,Apple Pay,1,1,1
SUB_1709,USR_03926,Annual Premium,2025-07-01,,Credit Card,1,1,1
SUB_1710,USR_07092,Monthly Premium,2025-05-27,2025-06-26,Google Pay,1,1,1
SUB_1711,USR_05638,Monthly Premium,2025-01-22,,Apple Pay,1,1,1
SUB_1712,USR_01456,Annual Premium,2025-05-08,,Credit Card,1,0,1
SUB_1713,USR_06600,Monthly Premium,2025-04-12,,Credit Card,1,0,1
SUB_1714,USR_08648,Annual Premium,2025-03-27,,Credit Card,1,1,1
SUB_1715,USR_08344,Monthly Premium,2025-06-22,,Apple Pay,1,1,1
SUB_1716,USR_01068,Monthly Premium,2025-01-11,2025-02-10,Credit Card,1,1,1
SUB_1717,USR_09407,Monthly Premium,2025-03-06,,Credit Card,1,0,1
SUB_1718,USR_07078,Monthly Premium,2025-02-23,2025-03-25,Google Pay,1,1,1
SUB_1719,USR_08832,Monthly Premium,2025-04-29,,Credit Card,1,1,1
SUB_1720,USR_06394,Monthly Premium,2025-06-05,,Credit Card,1,0,1
SUB_1721,USR_06099,Monthly Premium,2025-01-23,2025-02-22,Credit Card,1,1,1
SUB_1722,USR_01665,Monthly Premium,2025-04-28,,Google Pay,1,0,1
SUB_1723,USR_01432,Monthly Premium,2025-05-18,2025-06-17,Apple Pay,1,1,1
SUB_1724,USR_08730,Annual Premium,2025-03-08,,Apple Pay,1,1,1
SUB_1725,USR_00770,Annual Premium,2025-04-12,2025-05-12,Credit Card,1,1,1
SUB_1726,USR_08710,Monthly Premium,2025-05-30,2025-06-29,PayPal,1,1,1
SUB_1727,USR_02297,Monthly Premium,2025-02-17,2025-03-19,Apple Pay,1,1,1
SUB_1728,USR_01710,Monthly Premium,2025-03-27,,Credit Card,1,1,1
SUB_1729,USR_07955,Monthly Premium,2025-02-02,2025-03-04,Credit Card,1,1,1
SUB_1730,USR_00808,Monthly Premium,2025-01-26,,Credit Card,1,1,1
SUB_1731,USR_05995,Monthly Premium,2025-03-20,2025-04-19,PayPal,1,1,1
SUB_1732,USR_08303,Monthly Premium,2025-04-15,,Credit Card,1,1,1
SUB_1733,USR_01656,Monthly Premium,2025-01-22,,Credit Card,1,0,1
SUB_1734,USR_09018,Monthly Premium,2025-02-13,,Apple Pay,1,1,1
SUB_1735,USR_03718,Monthly Premium,2025-06-11,2025-07-11,Credit Card,1,1,1
SUB_1736,USR_00763,Monthly Premium,2025-03-07,,Credit Card,1,1,1
SUB_1737,USR_06319,Annual Premium,2025-04-24,,Credit Card,1,1,1
SUB_1738,USR_01066,Monthly Premium,2025-03-15,,Google Pay,1,1,1
SUB_1739,USR_08870,Monthly Premium,2025-02-08,,Google Pay,1,1,1
SUB_1740,USR_00589,Monthly Premium,2025-05-28,,Credit Card,1,1,1
SUB_1741,USR_02145,Monthly Premium,2025-01-30,,Apple Pay,1,1,1
SUB_1742,USR_03048,Monthly Premium,2025-02-17,2025-03-19,Credit Card,1,0,1
SUB_1743,USR_01800,Monthly Premium,2025-03-23,,Credit Card,1,1,1
SUB_1744,USR_05290,Monthly Premium,2025-01-28,,Credit Card,1,1,1
SUB_1745,USR_04682,Annual Premium,2025-01-30,,Apple Pay,1,1,1
SUB_1746,USR_00015,Monthly Premium,2025-06-04,,Credit Card,1,0,1
SUB_1747,USR_02053,Annual Premium,2025-04-19,2025-05-19,Apple Pay,1,1,1
SUB_1748,USR_09383,Monthly Premium,2025-04-10,,Credit Card,1,1,1
SUB_1749,USR_03531,Monthly Premium,2025-05-03,2025-06-02,Google Pay,1,1,1
SUB_1750,USR_07084,Monthly Premium,2025-06-12,2025-07-12,Credit Card,1,1,1
SUB_1751,USR_08625,Monthly Premium,2025-02-02,2025-03-04,Credit Card,1,1,1
SUB_1752,USR_00121,Monthly Premium,2025-07-02,2025-08-01,PayPal,1,1,1
SUB_1753,USR_05985,Monthly Premium,2025-03-30,,Apple Pay,1,1,1
SUB_1754,USR_01541,Monthly Premium,2025-04-10,,Credit Card,1,1,1
SUB_1755,USR_04393,Annual Premium,2025-06-22,,Google Pay,1,1,1
SUB_1756,USR_00344,Annual Premium,2025-01-30,,Credit Card,1,1,1
SUB_1757,USR_00384,Monthly Premium,2025-02-28,,Credit Card,1,1,1
SUB_1758,USR_06908,Monthly Premium,2025-01-18,,Credit Card,1,1,1
SUB_1759,USR_03100,Monthly Premium,2025-04-14,,PayPal,1,1,1
SUB_1760,USR_04537,Monthly Premium,2025-05-10,,Apple Pay,1,1,1
SUB_1761,USR_02865,Monthly Premium,2025-06-02,2025-07-02,PayPal,1,1,1
SUB_1762,USR_07079,Monthly Premium,2025-03-16,2025-04-15,PayPal,1,1,1
SUB_1763,USR_03019,Monthly Premium,2025-01-31,2025-03-02,Apple Pay,1,1,1
SUB_1764,USR_02218,Annual Premium,2025-02-25,,Apple Pay,1,1,1
SUB_1765,USR_00193,Monthly Premium,2025-04-23,2025-05-23,Credit Card,1,1,1
SUB_1766,USR_08675,Annual Premium,2025-06-17,,Apple Pay,1,0,1
SUB_1767,USR_05036,Monthly Premium,2025-05-11,,Credit Card,1,1,1
SUB_1768,USR_09364,Monthly Premium,2025-05-29,2025-06-28,Credit Card,1,1,1
SUB_1769,USR_05945,Monthly Premium,2025-07-05,,Credit Card,1,1,1
SUB_1770,USR_06376,Monthly Premium,2025-06-26,2025-07-26,Credit Card,1,1,1
SUB_1771,USR_00215,Monthly Premium,2025-05-30,2025-06-29,Credit Card,1,1,1
SUB_1772,USR_09674,Monthly Premium,2025-03-27,,Credit Card,1,1,1
SUB_1773,USR_08450,Monthly Premium,2025-06-26,,PayPal,1,1,1
SUB_1774,USR_01014,Annual Premium,2025-02-04,2025-03-06,Credit Card,1,1,1
SUB_1775,USR_08637,Monthly Premium,2025-04-30,,Apple Pay,1,1,1
SUB_1776,USR_06187,Annual Premium,2025-05-14,,Apple Pay,1,1,1
SUB_1777,USR_07643,Monthly Premium,2025-05-18,,PayPal,1,1,1
SUB_1778,USR_05598,Monthly Premium,2025-02-04,,PayPal,1,1,1
SUB_1779,USR_09467,Annual Premium,2025-05-12,,Credit Card,1,1,1
SUB_1780,USR_05001,Monthly Premium,2025-04-09,2025-05-09,Credit Card,1,1,1
SUB_1781,USR_02383,Monthly Premium,2025-01-15,,PayPal,1,0,1
SUB_1782,USR_03387,Monthly Premium,2025-04-11,2025-05-11,Apple Pay,1,1,1
SUB_1783,USR_07270,Annual Premium,2025-01-11,,Apple Pay,1,1,1
SUB_1784,USR_02730,Monthly Premium,2025-05-29,,PayPal,1,1,1
SUB_1785,USR_06330,Monthly Premium,2025-04-04,,Apple Pay,1,1,1
SUB_1786,USR_09883,Monthly Premium,2025-07-04,,Credit Card,1,1,1
SUB_1787,USR_01519,Monthly Premium,2025-01-10,2025-02-09,Apple Pay,1,1,1
SUB_1788,USR_02618,Annual Premium,2025-05-10,,Apple Pay,1,1,1
SUB_1789,USR_06974,Monthly Premium,2025-06-06,,Apple Pay,1,1,1
SUB_1790,USR_00046,Monthly Premium,2025-03-30,,Credit Card,1,1,1
SUB_1791,USR_01125,Monthly Premium,2025-02-05,,Google Pay,1,1,1
SUB_1792,USR_07010,Annual Premium,2025-05-04,,Google Pay,1,1,1
SUB_1793,USR_08290,Monthly Premium,2025-03-14,2025-04-13,Apple Pay,1,1,1
SUB_1794,USR_00319,Monthly Premium,2025-06-23,,Credit Card,1,1,1
SUB_1795,USR_00585,Monthly Premium,2025-06-03,2025-07-03,Credit Card,1,1,1
SUB_1796,USR_08952,Monthly Premium,2025-07-04,2025-08-03,Apple Pay,1,1,1
SUB_1797,USR_09083,Monthly Premium,2025-03-13,,Credit Card,1,1,1
SUB_1798,USR_00230,Annual Premium,2025-06-24,,Google Pay,1,1,1
SUB_1799,USR_02382,Monthly Premium,2025-04-11,,Google Pay,1,1,1
SUB_1800,USR_00328,Monthly Premium,2025-04-06,,Google Pay,1,1,1
SUB_1801,USR_08349,Monthly Premium,2025-03-20,,Google Pay,1,1,1
SUB_1802,USR_00859,Monthly Premium,2025-03-26,2025-04-25,Credit Card,1,1,1
SUB_1803,USR_06880,Monthly Premium,2025-01-19,2025-02-18,Apple Pay,1,1,1
SUB_1804,USR_00851,Monthly Premium,2025-05-02,,PayPal,1,1,1
SUB_1805,USR_02148,Monthly Premium,2025-02-10,,Credit Card,1,1,1
SUB_1806,USR_05723,Monthly Premium,2025-05-25,2025-06-24,Credit Card,1,1,1
SUB_1807,USR_01170,Monthly Premium,2025-04-19,,Credit Card,1,1,1
SUB_1808,USR_03868,Monthly Premium,2025-03-25,2025-04-24,Apple Pay,1,1,1
SUB_1809,USR_01442,Monthly Premium,2025-01-22,,Credit Card,1,1,1
SUB_1810,USR_02484,Monthly Premium,2025-05-01,2025-05-31,Credit Card,1,1,1
SUB_1811,USR_09015,Monthly Premium,2025-03-10,2025-04-09,Credit Card,1,1,1
SUB_1812,USR_03247,Monthly Premium,2025-04-26,2025-05-26,Credit Card,1,1,1
SUB_1813,USR_00451,Monthly Premium,2025-06-11,,Apple Pay,1,1,1
SUB_1814,USR_08157,Annual Premium,2025-06-29,2025-07-29,Google Pay,1,1,1
SUB_1815,USR_08078,Monthly Premium,2025-02-02,,Apple Pay,1,1,1
SUB_1816,USR_03593,Monthly Premium,2025-02-04,,Apple Pay,1,1,1
SUB_1817,USR_02545,Monthly Premium,2025-05-15,2025-06-14,Credit Card,1,1,1
SUB_1818,USR_02627,Monthly Premium,2025-01-29,2025-02-28,Credit Card,1,1,1
SUB_1819,USR_01915,Monthly Premium,2025-01-30,,Credit Card,1,1,1
SUB_1820,USR_00009,Monthly Premium,2025-05-09,2025-06-08,Credit Card,1,1,1
SUB_1821,USR_01349,Monthly Premium,2025-04-24,,Credit Card,1,1,1
SUB_1822,USR_07362,Monthly Premium,2025-05-28,,Credit Card,1,1,1
SUB_1823,USR_00578,Monthly Premium,2025-02-19,,Credit Card,1,1,1
SUB_1824,USR_02032,Monthly Premium,2025-05-03,,Apple Pay,1,1,1
SUB_1825,USR_08566,Annual Premium,2025-01-20,,Google Pay,1,1,1
SUB_1826,USR_05597,Monthly Premium,2025-06-10,2025-07-10,Credit Card,1,1,1
SUB_1827,USR_06162,Annual Premium,2025-02-09,2025-03-11,Credit Card,1,1,1
SUB_1828,USR_01617,Monthly Premium,2025-06-07,2025-07-07,PayPal,1,1,1
SUB_1829,USR_07023,Monthly Premium,2025-03-19,,Apple Pay,1,1,1
SUB_1830,USR_06448,Annual Premium,2025-06-28,,Credit Card,1,1,1
SUB_1831,USR_09235,Monthly Premium,2025-03-12,,Credit Card,1,1,1
SUB_1832,USR_02986,Monthly Premium,2025-05-12,,Credit Card,1,1,1
SUB_1833,USR_03717,Monthly Premium,2025-06-12,2025-07-12,Google Pay,1,1,1
SUB_1834,USR_03712,Monthly Premium,2025-05-19,,Apple Pay,1,1,1
SUB_1835,USR_02248,Monthly Premium,2025-01-22,2025-02-21,Credit Card,1,1,1
SUB_1836,USR_06488,Annual Premium,2025-05-09,,Google Pay,1,1,1
SUB_1837,USR_09024,Monthly Premium,2025-04-06,,Apple Pay,1,1,1
SUB_1838,USR_00949,Annual Premium,2025-03-11,,Credit Card,1,1,1
SUB_1839,USR_06502,Monthly Premium,2025-03-03,,Credit Card,1,1,1
SUB_1840,USR_03736,Annual Premium,2025-03-01,,Apple Pay,1,1,1
SUB_1841,USR_05251,Monthly Premium,2025-05-01,,Credit Card,1,1,1
SUB_1842,USR_00747,Annual Premium,2025-06-12,2025-07-12,Credit Card,1,1,1
SUB_1843,USR_07308,Monthly Premium,2025-04-03,,Credit Card,1,1,1
SUB_1844,USR_02116,Monthly Premium,2025-02-21,2025-03-23,Credit Card,1,1,1
SUB_1845,USR_04203,Monthly Premium,2025-05-30,,Credit Card,1,1,1
SUB_1846,USR_07661,Monthly Premium,2025-05-21,,Apple Pay,1,1,1
SUB_1847,USR_07372,Monthly Premium,2025-02-07,,Credit Card,1,1,1
SUB_1848,USR_05257,Monthly Premium,2025-06-14,2025-07-14,Apple Pay,1,0,1
SUB_1849,USR_06642,Monthly Premium,2025-04-03,,Credit Card,1,1,1
SUB_1850,USR_03022,Monthly Premium,2025-01-26,,Credit Card,1,1,1
SUB_1851,USR_06778,Monthly Premium,2025-03-01,2025-03-31,Credit Card,1,1,1
SUB_1852,USR_03897,Annual Premium,2025-04-09,,Credit Card,1,1,1
SUB_1853,USR_06403,Annual Premium,2025-03-28,,Credit Card,1,1,1
SUB_1854,USR_08661,Monthly Premium,2025-06-08,,Apple Pay,1,1,1
SUB_1855,USR_06833,Monthly Premium,2025-04-10,,Apple Pay,1,0,1
SUB_1856,USR_05862,Monthly Premium,2025-04-06,,Google Pay,1,1,1
SUB_1857,USR_06047,Monthly Premium,2025-05-13,2025-06-12,Credit Card,1,1,1
SUB_1858,USR_01629,Monthly Premium,2025-06-09,,Credit Card,1,1,1
SUB_1859,USR_05939,Monthly Premium,2025-02-19,,Google Pay,1,1,1
SUB_1860,USR_09931,Monthly Premium,2025-02-23,2025-03-25,Apple Pay,1,1,1
SUB_1861,USR_09927,Monthly Premium,2025-01-17,,Apple Pay,1,1,1
SUB_1862,USR_09861,Monthly Premium,2025-06-15,,Apple Pay,1,1,1
SUB_1863,USR_05869,Monthly Premium,2025-04-09,2025-05-09,Apple Pay,1,1,1
SUB_1864,USR_04075,Annual Premium,2025-02-02,,Google Pay,1,1,1
