user_id,total_sessions,returned_next_day,returned_after_7_days,returned_after_30_days,days_until_last_session,churned,churn_reason
USR_04166,3,0,0,0,8,1,Too expensive
USR_04167,25,0,0,1,30,0,Not Churned
USR_04168,2,0,0,0,0,1,App crashes/Bugs
USR_04169,53,0,0,1,45,0,Not Churned
USR_04170,8,0,0,0,14,0,Not Churned
USR_04171,1,0,0,0,0,1,App crashes/Bugs
USR_04172,7,0,0,0,9,0,Not Churned
USR_04173,0,0,0,0,2,1,AI responses unhelpful
USR_04174,3,0,0,0,5,1,Found another app
USR_04175,16,0,0,1,62,0,Not Churned
USR_04176,49,0,0,1,33,0,Not Churned
USR_04177,4,0,0,0,5,1,AI responses unhelpful
USR_04178,13,0,0,0,103,0,Not Churned
USR_04179,19,0,0,1,81,0,Not Churned
USR_04180,1,0,0,0,2,1,Just trying it out
USR_04181,5,0,0,0,18,0,Not Churned
USR_04182,98,0,0,1,71,0,Not Churned
USR_04183,0,0,0,0,0,1,Slow response times
USR_04184,11,0,0,0,21,0,Not Churned
USR_04185,33,0,0,1,25,0,Not Churned
USR_04186,9,0,0,0,7,0,Not Churned
USR_04187,71,0,0,1,90,0,Not Churned
USR_04188,7,0,0,0,18,0,Not Churned
USR_04189,36,0,0,1,79,0,Not Churned
USR_04190,8,0,0,0,7,0,Not Churned
USR_04191,8,0,0,0,12,0,Not Churned
USR_04192,18,0,0,1,60,0,Not Churned
USR_04193,41,0,0,1,78,0,Not Churned
USR_04194,8,0,0,0,14,0,Not Churned
USR_04195,28,0,0,1,61,0,Not Churned
USR_04196,12,0,0,0,75,0,Not Churned
USR_04197,8,0,0,0,9,0,Not Churned
USR_04198,0,0,0,0,1,1,App crashes/Bugs
USR_04199,3,0,0,0,8,1,Slow response times
USR_04200,22,0,0,1,100,0,Not Churned
USR_04201,1,0,0,0,1,1,Found another app
USR_04202,13,0,0,0,46,0,Not Churned
USR_04203,7,0,0,0,11,0,Not Churned
USR_04204,15,0,0,0,67,0,Not Churned
USR_04205,39,0,0,1,112,0,Not Churned
USR_04206,13,0,0,0,108,0,Not Churned
USR_04207,14,0,0,0,109,0,Not Churned
USR_04208,35,0,0,1,34,0,Not Churned
USR_04209,12,0,0,0,39,0,Not Churned
USR_04210,34,0,0,1,56,0,Not Churned
USR_04211,18,0,0,1,115,0,Not Churned
USR_04212,26,0,0,1,38,0,Not Churned
USR_04213,1,0,0,0,2,1,App crashes/Bugs
USR_04214,0,0,0,0,0,1,Just trying it out
USR_04215,36,0,0,1,78,0,Not Churned
USR_04216,7,0,0,0,12,0,Not Churned
USR_04217,4,0,0,0,19,1,AI responses unhelpful
USR_04218,3,0,0,0,12,1,Found another app
USR_04219,18,0,0,1,81,0,Not Churned
USR_04220,0,0,0,0,2,1,AI responses unhelpful
USR_04221,15,0,0,0,24,0,Not Churned
USR_04222,12,0,0,0,119,0,Not Churned
USR_04223,4,0,0,0,9,1,Found another app
USR_04224,3,0,0,0,18,1,Just trying it out
USR_04225,1,0,0,0,2,1,Slow response times
USR_04226,3,0,0,0,15,1,AI responses unhelpful
USR_04227,7,0,0,0,5,0,Not Churned
USR_04228,4,0,0,0,16,1,AI responses unhelpful
USR_04229,17,0,0,1,107,0,Not Churned
USR_04230,52,0,0,1,90,0,Not Churned
USR_04231,24,0,0,1,83,0,Not Churned
USR_04232,26,0,0,1,108,0,Not Churned
USR_04233,59,0,0,1,113,0,Not Churned
USR_04234,16,0,0,1,108,0,Not Churned
USR_04235,22,0,0,1,116,0,Not Churned
USR_04236,25,0,0,1,92,0,Not Churned
USR_04237,35,0,0,1,64,0,Not Churned
USR_04238,17,0,0,1,43,0,Not Churned
USR_04239,2,0,0,0,2,1,AI responses unhelpful
USR_04240,9,0,0,0,10,0,Not Churned
USR_04241,4,0,0,0,7,1,AI responses unhelpful
USR_04242,23,0,0,1,101,0,Not Churned
USR_04243,17,0,0,1,99,0,Not Churned
USR_04244,5,0,0,0,10,0,Not Churned
USR_04245,24,0,0,1,49,0,Not Churned
USR_04246,63,0,0,1,64,0,Not Churned
USR_04247,25,0,0,1,87,0,Not Churned
USR_04248,1,0,0,0,2,1,AI responses unhelpful
USR_04249,14,0,0,0,99,0,Not Churned
USR_04250,40,0,0,1,41,0,Not Churned
USR_04251,3,0,0,0,5,1,AI responses unhelpful
USR_04252,14,0,0,0,108,0,Not Churned
USR_04253,3,0,0,0,8,1,App crashes/Bugs
USR_04254,32,0,0,1,40,0,Not Churned
USR_04255,25,0,0,1,70,0,Not Churned
USR_04256,6,0,0,0,14,0,Not Churned
USR_04257,8,0,0,0,6,0,Not Churned
USR_04258,0,0,0,0,2,1,App crashes/Bugs
USR_04259,3,0,0,0,6,1,Found another app
USR_04260,22,0,0,1,96,0,Not Churned
USR_04261,0,0,0,0,2,1,Slow response times
USR_04262,1,0,0,0,1,1,Too expensive
USR_04263,22,0,0,1,83,0,Not Churned
USR_04264,16,0,0,1,78,0,Not Churned
USR_04265,65,0,0,1,76,0,Not Churned
USR_04266,8,0,0,0,13,0,Not Churned
USR_04267,1,0,0,0,1,1,AI responses unhelpful
USR_04268,18,0,0,1,55,0,Not Churned
USR_04269,1,0,0,0,0,1,Just trying it out
USR_04270,0,0,0,0,2,1,Slow response times
USR_04271,14,0,0,0,85,0,Not Churned
USR_04272,11,0,0,0,66,0,Not Churned
USR_04273,8,0,0,0,10,0,Not Churned
USR_04274,9,0,0,0,10,0,Not Churned
USR_04275,33,0,0,1,78,0,Not Churned
USR_04276,15,0,0,0,103,0,Not Churned
USR_04277,15,0,0,0,89,0,Not Churned
USR_04278,5,0,0,0,12,0,Not Churned
USR_04279,17,0,0,1,68,0,Not Churned
USR_04280,0,0,0,0,1,1,Slow response times
USR_04281,20,0,0,1,41,0,Not Churned
USR_04282,26,0,0,1,104,0,Not Churned
USR_04283,3,0,0,0,14,1,Found another app
USR_04284,7,0,0,0,10,0,Not Churned
USR_04285,3,0,0,0,11,1,Found another app
USR_04286,38,0,0,1,59,0,Not Churned
USR_04287,32,0,0,1,56,0,Not Churned
USR_04288,0,0,0,0,2,1,AI responses unhelpful
USR_04289,36,0,0,1,105,0,Not Churned
USR_04290,3,0,0,0,5,1,Too expensive
USR_04291,0,0,0,0,0,1,Slow response times
USR_04292,0,0,0,0,2,1,Just trying it out
USR_04293,30,0,0,1,41,0,Not Churned
USR_04294,40,0,0,1,92,0,Not Churned
USR_04295,0,0,0,0,2,1,Just trying it out
USR_04296,65,0,0,1,26,0,Not Churned
USR_04297,6,0,0,0,19,0,Not Churned
USR_04298,15,0,0,0,23,0,Not Churned
USR_04299,59,0,0,1,102,0,Not Churned
USR_04300,0,0,0,0,1,1,Slow response times
USR_04301,11,0,0,0,99,0,Not Churned
USR_04302,10,0,0,0,19,0,Not Churned
USR_04303,6,0,0,0,6,0,Not Churned
USR_04304,2,0,0,0,1,1,Slow response times
USR_04305,15,0,0,0,48,0,Not Churned
USR_04306,1,0,0,0,2,1,AI responses unhelpful
USR_04307,56,0,0,1,75,0,Not Churned
USR_04308,14,0,0,0,87,0,Not Churned
USR_04309,30,0,0,1,105,0,Not Churned
USR_04310,23,0,0,1,78,0,Not Churned
USR_04311,0,0,0,0,1,1,App crashes/Bugs
USR_04312,6,0,0,0,15,0,Not Churned
USR_04313,25,0,0,1,84,0,Not Churned
USR_04314,5,0,0,0,17,0,Not Churned
USR_04315,6,0,0,0,9,0,Not Churned
USR_04316,15,0,0,0,104,0,Not Churned
USR_04317,17,0,0,1,48,0,Not Churned
USR_04318,20,0,0,1,95,0,Not Churned
USR_04319,5,0,0,0,8,0,Not Churned
USR_04320,1,0,0,0,0,1,AI responses unhelpful
USR_04321,40,0,0,1,107,0,Not Churned
USR_04322,7,0,0,0,8,0,Not Churned
USR_04323,26,0,0,1,110,0,Not Churned
USR_04324,8,0,0,0,17,0,Not Churned
USR_04325,7,0,0,0,12,0,Not Churned
USR_04326,5,0,0,0,15,0,Not Churned
USR_04327,0,0,0,0,0,1,Found another app
USR_04328,9,0,0,0,18,0,Not Churned
USR_04329,56,0,0,1,100,0,Not Churned
USR_04330,5,0,0,0,19,0,Not Churned
USR_04331,9,0,0,0,11,0,Not Churned
USR_04332,47,0,0,1,57,0,Not Churned
USR_04333,0,0,0,0,0,1,Found another app
USR_04334,1,0,0,0,1,1,AI responses unhelpful
USR_04335,53,0,0,1,24,0,Not Churned
USR_04336,21,0,0,1,104,0,Not Churned
USR_04337,13,0,0,0,84,0,Not Churned
USR_04338,8,0,0,0,9,0,Not Churned
USR_04339,50,0,0,1,56,0,Not Churned
USR_04340,0,0,0,0,1,1,Slow response times
USR_04341,6,0,0,0,5,0,Not Churned
USR_04342,3,0,0,0,15,1,App crashes/Bugs
USR_04343,3,0,0,0,15,1,Slow response times
USR_04344,4,0,0,0,12,1,Found another app
USR_04345,7,0,0,0,5,0,Not Churned
USR_04346,45,0,0,1,41,0,Not Churned
USR_04347,9,0,0,0,7,0,Not Churned
USR_04348,26,0,0,1,112,0,Not Churned
USR_04349,28,0,0,1,44,0,Not Churned
USR_04350,14,0,0,0,63,0,Not Churned
USR_04351,5,0,0,0,14,0,Not Churned
USR_04352,10,0,0,0,15,0,Not Churned
USR_04353,2,0,0,0,0,1,App crashes/Bugs
USR_04354,10,0,0,0,14,0,Not Churned
USR_04355,34,0,0,1,90,0,Not Churned
USR_04356,26,0,0,1,41,0,Not Churned
USR_04357,22,0,0,1,94,0,Not Churned
USR_04358,2,0,0,0,2,1,Slow response times
USR_04359,1,0,0,0,1,1,Slow response times
USR_04360,21,0,0,1,82,0,Not Churned
USR_04361,14,0,0,0,84,0,Not Churned
USR_04362,1,0,0,0,0,1,App crashes/Bugs
USR_04363,15,0,0,0,35,0,Not Churned
USR_04364,6,0,0,0,8,0,Not Churned
USR_04365,40,0,0,1,69,0,Not Churned
USR_04366,6,0,0,0,15,0,Not Churned
USR_04367,2,0,0,0,0,1,App crashes/Bugs
USR_04368,4,0,0,0,12,1,Too expensive
USR_04369,36,0,0,1,77,0,Not Churned
USR_04370,35,0,0,1,52,0,Not Churned
USR_04371,6,0,0,0,15,0,Not Churned
USR_04372,4,0,0,0,13,1,Too expensive
USR_04373,6,0,0,0,6,0,Not Churned
USR_04374,6,0,0,0,13,0,Not Churned
USR_04375,2,0,0,0,0,1,AI responses unhelpful
USR_04376,2,0,0,0,1,1,App crashes/Bugs
USR_04377,43,0,0,1,53,0,Not Churned
USR_04378,23,0,0,1,55,0,Not Churned
USR_04379,27,0,0,1,40,0,Not Churned
USR_04380,6,0,0,0,17,0,Not Churned
USR_04381,1,0,0,0,0,1,Found another app
USR_04382,1,0,0,0,1,1,Found another app
USR_04383,14,0,0,0,39,0,Not Churned
USR_04384,24,0,0,1,102,0,Not Churned
USR_04385,7,0,0,0,8,0,Not Churned
USR_04386,7,0,0,0,14,0,Not Churned
USR_04387,45,0,0,1,32,0,Not Churned
USR_04388,31,0,0,1,116,0,Not Churned
USR_04389,25,0,0,1,106,0,Not Churned
USR_04390,1,0,0,0,1,1,Slow response times
USR_04391,7,0,0,0,11,0,Not Churned
USR_04392,4,0,0,0,19,1,AI responses unhelpful
USR_04393,3,0,0,0,4,1,Slow response times
USR_04394,4,0,0,0,14,1,App crashes/Bugs
USR_04395,9,0,0,0,18,0,Not Churned
USR_04396,5,0,0,0,8,0,Not Churned
USR_04397,1,0,0,0,0,1,Too expensive
USR_04398,6,0,0,0,8,0,Not Churned
USR_04399,8,0,0,0,18,0,Not Churned
USR_04400,1,0,0,0,1,1,Too expensive
USR_04401,17,0,0,1,72,0,Not Churned
USR_04402,0,0,0,0,0,1,Found another app
USR_04403,16,0,0,1,102,0,Not Churned
USR_04404,76,0,0,1,65,0,Not Churned
USR_04405,1,0,0,0,1,1,Slow response times
USR_04406,4,0,0,0,11,1,Slow response times
USR_04407,1,0,0,0,0,1,Found another app
USR_04408,9,0,0,0,15,0,Not Churned
USR_04409,32,0,0,1,46,0,Not Churned
USR_04410,30,0,0,1,21,0,Not Churned
USR_04411,28,0,0,1,77,0,Not Churned
USR_04412,20,0,0,1,115,0,Not Churned
USR_04413,24,0,0,1,29,0,Not Churned
USR_04414,2,0,0,0,2,1,App crashes/Bugs
USR_04415,7,0,0,0,10,0,Not Churned
USR_04416,8,0,0,0,8,0,Not Churned
USR_04417,1,0,0,0,0,1,Just trying it out
USR_04418,20,0,0,1,64,0,Not Churned
USR_04419,6,0,0,0,5,0,Not Churned
USR_04420,1,0,0,0,0,1,Slow response times
USR_04421,1,0,0,0,1,1,Slow response times
USR_04422,52,0,0,1,77,0,Not Churned
USR_04423,33,0,0,1,90,0,Not Churned
USR_04424,49,0,0,1,39,0,Not Churned
USR_04425,56,0,0,1,68,0,Not Churned
USR_04426,27,0,0,1,24,0,Not Churned
USR_04427,4,0,0,0,6,1,AI responses unhelpful
USR_04428,7,0,0,0,18,0,Not Churned
USR_04429,7,0,0,0,5,0,Not Churned
USR_04430,26,0,0,1,81,0,Not Churned
USR_04431,33,0,0,1,108,0,Not Churned
USR_04432,8,0,0,0,14,0,Not Churned
USR_04433,5,0,0,0,6,0,Not Churned
USR_04434,4,0,0,0,15,1,Slow response times
USR_04435,4,0,0,0,9,1,Just trying it out
USR_04436,0,0,0,0,0,1,Slow response times
USR_04437,3,0,0,0,10,1,AI responses unhelpful
USR_04438,3,0,0,0,18,1,Too expensive
USR_04439,18,0,0,1,56,0,Not Churned
USR_04440,11,0,0,0,48,0,Not Churned
USR_04441,9,0,0,0,8,0,Not Churned
USR_04442,19,0,0,1,117,0,Not Churned
USR_04443,26,0,0,1,112,0,Not Churned
USR_04444,19,0,0,1,109,0,Not Churned
USR_04445,1,0,0,0,2,1,Found another app
USR_04446,7,0,0,0,14,0,Not Churned
USR_04447,7,0,0,0,13,0,Not Churned
USR_04448,4,0,0,0,16,1,App crashes/Bugs
USR_04449,2,0,0,0,2,1,Just trying it out
USR_04450,13,0,0,0,26,0,Not Churned
USR_04451,16,0,0,1,109,0,Not Churned
USR_04452,48,0,0,1,91,0,Not Churned
USR_04453,12,0,0,0,102,0,Not Churned
USR_04454,74,0,0,1,99,0,Not Churned
USR_04455,14,0,0,0,81,0,Not Churned
USR_04456,25,0,0,1,88,0,Not Churned
USR_04457,42,0,0,1,41,0,Not Churned
USR_04458,16,0,0,1,103,0,Not Churned
USR_04459,10,0,0,0,10,0,Not Churned
USR_04460,34,0,0,1,63,0,Not Churned
USR_04461,12,0,0,0,56,0,Not Churned
USR_04462,0,0,0,0,0,1,Just trying it out
USR_04463,17,0,0,1,102,0,Not Churned
USR_04464,51,0,0,1,119,0,Not Churned
USR_04465,24,0,0,1,63,0,Not Churned
USR_04466,19,0,0,1,25,0,Not Churned
USR_04467,2,0,0,0,0,1,Found another app
USR_04468,19,0,0,1,54,0,Not Churned
USR_04469,1,0,0,0,0,1,App crashes/Bugs
USR_04470,35,0,0,1,74,0,Not Churned
USR_04471,36,0,0,1,59,0,Not Churned
USR_04472,47,0,0,1,110,0,Not Churned
USR_04473,6,0,0,0,13,0,Not Churned
USR_04474,16,0,0,1,99,0,Not Churned
USR_04475,14,0,0,0,118,0,Not Churned
USR_04476,8,0,0,0,17,0,Not Churned
USR_04477,5,0,0,0,13,0,Not Churned
USR_04478,53,0,0,1,107,0,Not Churned
USR_04479,38,0,0,1,104,0,Not Churned
USR_04480,13,0,0,0,92,0,Not Churned
USR_04481,23,0,0,1,37,0,Not Churned
USR_04482,21,0,0,1,68,0,Not Churned
USR_04483,12,0,0,0,111,0,Not Churned
USR_04484,17,0,0,1,71,0,Not Churned
USR_04485,26,0,0,1,96,0,Not Churned
USR_04486,60,0,0,1,115,0,Not Churned
USR_04487,34,0,0,1,59,0,Not Churned
USR_04488,2,0,0,0,0,1,App crashes/Bugs
USR_04489,15,0,0,0,41,0,Not Churned
USR_04490,13,0,0,0,54,0,Not Churned
USR_04491,6,0,0,0,12,0,Not Churned
USR_04492,10,0,0,0,11,0,Not Churned
USR_04493,48,0,0,1,80,0,Not Churned
USR_04494,3,0,0,0,11,1,Too expensive
USR_04495,8,0,0,0,9,0,Not Churned
USR_04496,34,0,0,1,107,0,Not Churned
USR_04497,0,0,0,0,0,1,Found another app
USR_04498,34,0,0,1,28,0,Not Churned
USR_04499,6,0,0,0,9,0,Not Churned
USR_04500,11,0,0,0,110,0,Not Churned
USR_04501,13,0,0,0,76,0,Not Churned
USR_04502,15,0,0,0,46,0,Not Churned
USR_04503,68,0,0,1,119,0,Not Churned
USR_04504,1,0,0,0,1,1,Found another app
USR_04505,21,0,0,1,86,0,Not Churned
USR_04506,26,0,0,1,36,0,Not Churned
USR_04507,12,0,0,0,62,0,Not Churned
USR_04508,59,0,0,1,87,0,Not Churned
USR_04509,5,0,0,0,14,0,Not Churned
USR_04510,32,0,0,1,111,0,Not Churned
USR_04511,24,0,0,1,103,0,Not Churned
USR_04512,1,0,0,0,2,1,AI responses unhelpful
USR_04513,17,0,0,1,22,0,Not Churned
USR_04514,6,0,0,0,7,0,Not Churned
USR_04515,14,0,0,0,53,0,Not Churned
USR_04516,33,0,0,1,23,0,Not Churned
USR_04517,16,0,0,1,73,0,Not Churned
USR_04518,14,0,0,0,98,0,Not Churned
USR_04519,19,0,0,1,70,0,Not Churned
USR_04520,23,0,0,1,32,0,Not Churned
USR_04521,7,0,0,0,5,0,Not Churned
USR_04522,6,0,0,0,19,0,Not Churned
USR_04523,26,0,0,1,44,0,Not Churned
USR_04524,22,0,0,1,50,0,Not Churned
USR_04525,9,0,0,0,14,0,Not Churned
USR_04526,0,0,0,0,1,1,Too expensive
USR_04527,13,0,0,0,111,0,Not Churned
USR_04528,21,0,0,1,50,0,Not Churned
USR_04529,9,0,0,0,17,0,Not Churned
USR_04530,7,0,0,0,11,0,Not Churned
USR_04531,37,0,0,1,30,0,Not Churned
USR_04532,10,0,0,0,10,0,Not Churned
USR_04533,30,0,0,1,63,0,Not Churned
USR_04534,22,0,0,1,105,0,Not Churned
USR_04535,19,0,0,1,44,0,Not Churned
USR_04536,29,0,0,1,86,0,Not Churned
USR_04537,4,0,0,0,17,1,Slow response times
USR_04538,28,0,0,1,46,0,Not Churned
USR_04539,23,0,0,1,74,0,Not Churned
USR_04540,16,0,0,1,22,0,Not Churned
USR_04541,8,0,0,0,7,0,Not Churned
USR_04542,6,0,0,0,12,0,Not Churned
USR_04543,10,0,0,0,16,0,Not Churned
USR_04544,11,0,0,0,31,0,Not Churned
USR_04545,30,0,0,1,62,0,Not Churned
USR_04546,8,0,0,0,18,0,Not Churned
USR_04547,9,0,0,0,9,0,Not Churned
USR_04548,1,0,0,0,1,1,Found another app
USR_04549,19,0,0,1,41,0,Not Churned
USR_04550,12,0,0,0,37,0,Not Churned
USR_04551,8,0,0,0,18,0,Not Churned
USR_04552,3,0,0,0,5,1,Found another app
USR_04553,20,0,0,1,28,0,Not Churned
USR_04554,3,0,0,0,9,1,App crashes/Bugs
USR_04555,24,0,0,1,31,0,Not Churned
USR_04556,28,0,0,1,76,0,Not Churned
USR_04557,25,0,0,1,67,0,Not Churned
USR_04558,52,0,0,1,89,0,Not Churned
USR_04559,5,0,0,0,8,0,Not Churned
USR_04560,18,0,0,1,65,0,Not Churned
USR_04561,11,0,0,0,118,0,Not Churned
USR_04562,0,0,0,0,2,1,Just trying it out
USR_04563,5,0,0,0,19,0,Not Churned
USR_04564,8,0,0,0,5,0,Not Churned
USR_04565,2,0,0,0,0,1,Found another app
USR_04566,37,0,0,1,94,0,Not Churned
USR_04567,6,0,0,0,11,0,Not Churned
USR_04568,20,0,0,1,27,0,Not Churned
USR_04569,1,0,0,0,2,1,Too expensive
USR_04570,1,0,0,0,1,1,Found another app
USR_04571,78,0,0,1,21,0,Not Churned
USR_04572,3,0,0,0,11,1,Just trying it out
USR_04573,17,0,0,1,30,0,Not Churned
USR_04574,14,0,0,0,39,0,Not Churned
USR_04575,8,0,0,0,7,0,Not Churned
USR_04576,2,0,0,0,0,1,AI responses unhelpful
USR_04577,7,0,0,0,9,0,Not Churned
USR_04578,28,0,0,1,93,0,Not Churned
USR_04579,38,0,0,1,106,0,Not Churned
USR_04580,14,0,0,0,66,0,Not Churned
USR_04581,12,0,0,0,38,0,Not Churned
USR_04582,10,0,0,0,13,0,Not Churned
USR_04583,26,0,0,1,44,0,Not Churned
USR_04584,27,0,0,1,71,0,Not Churned
USR_04585,22,0,0,1,31,0,Not Churned
USR_04586,9,0,0,0,8,0,Not Churned
USR_04587,9,0,0,0,4,0,Not Churned
USR_04588,8,0,0,0,7,0,Not Churned
USR_04589,65,0,0,1,40,0,Not Churned
USR_04590,51,0,0,1,25,0,Not Churned
USR_04591,52,0,0,1,36,0,Not Churned
USR_04592,2,0,0,0,2,1,Found another app
USR_04593,18,0,0,1,23,0,Not Churned
USR_04594,16,0,0,1,61,0,Not Churned
USR_04595,3,0,0,0,16,1,Found another app
USR_04596,28,0,0,1,67,0,Not Churned
USR_04597,21,0,0,1,49,0,Not Churned
USR_04598,29,0,0,1,89,0,Not Churned
USR_04599,2,0,0,0,0,1,Too expensive
USR_04600,69,0,0,1,23,0,Not Churned
USR_04601,13,0,0,0,110,0,Not Churned
USR_04602,41,0,0,1,115,0,Not Churned
USR_04603,2,0,0,0,1,1,Slow response times
USR_04604,18,0,0,1,119,0,Not Churned
USR_04605,24,0,0,1,101,0,Not Churned
USR_04606,2,0,0,0,1,1,Slow response times
USR_04607,0,0,0,0,1,1,Found another app
USR_04608,21,0,0,1,91,0,Not Churned
USR_04609,35,0,0,1,106,0,Not Churned
USR_04610,51,0,0,1,100,0,Not Churned
USR_04611,16,0,0,1,105,0,Not Churned
USR_04612,5,0,0,0,14,0,Not Churned
USR_04613,47,0,0,1,75,0,Not Churned
USR_04614,1,0,0,0,0,1,App crashes/Bugs
USR_04615,19,0,0,1,29,0,Not Churned
USR_04616,13,0,0,0,81,0,Not Churned
USR_04617,1,0,0,0,0,1,Found another app
USR_04618,41,0,0,1,37,0,Not Churned
USR_04619,13,0,0,0,70,0,Not Churned
USR_04620,3,0,0,0,15,1,App crashes/Bugs
USR_04621,6,0,0,0,4,0,Not Churned
USR_04622,22,0,0,1,83,0,Not Churned
USR_04623,15,0,0,0,43,0,Not Churned
USR_04624,3,0,0,0,6,1,Just trying it out
USR_04625,17,0,0,1,46,0,Not Churned
USR_04626,5,0,0,0,6,0,Not Churned
USR_04627,12,0,0,0,68,0,Not Churned
USR_04628,5,0,0,0,8,0,Not Churned
USR_04629,19,0,0,1,70,0,Not Churned
USR_04630,29,0,0,1,79,0,Not Churned
USR_04631,5,0,0,0,10,0,Not Churned
USR_04632,0,0,0,0,0,1,Found another app
USR_04633,3,0,0,0,14,1,AI responses unhelpful
USR_04634,29,0,0,1,71,0,Not Churned
USR_04635,6,0,0,0,13,0,Not Churned
USR_04636,20,0,0,1,78,0,Not Churned
USR_04637,0,0,0,0,2,1,Just trying it out
USR_04638,1,0,0,0,0,1,Too expensive
USR_04639,10,0,0,0,14,0,Not Churned
USR_04640,15,0,0,0,26,0,Not Churned
USR_04641,23,0,0,1,53,0,Not Churned
USR_04642,23,0,0,1,36,0,Not Churned
USR_04643,27,0,0,1,87,0,Not Churned
USR_04644,2,0,0,0,2,1,Just trying it out
USR_04645,14,0,0,0,114,0,Not Churned
USR_04646,11,0,0,0,82,0,Not Churned
USR_04647,48,0,0,1,68,0,Not Churned
USR_04648,17,0,0,1,73,0,Not Churned
USR_04649,21,0,0,1,51,0,Not Churned
USR_04650,13,0,0,0,55,0,Not Churned
USR_04651,27,0,0,1,75,0,Not Churned
USR_04652,0,0,0,0,1,1,Found another app
USR_04653,30,0,0,1,116,0,Not Churned
USR_04654,1,0,0,0,2,1,Found another app
USR_04655,12,0,0,0,77,0,Not Churned
USR_04656,7,0,0,0,6,0,Not Churned
USR_04657,11,0,0,0,43,0,Not Churned
USR_04658,2,0,0,0,0,1,Slow response times
USR_04659,1,0,0,0,1,1,AI responses unhelpful
USR_04660,18,0,0,1,104,0,Not Churned
USR_04661,2,0,0,0,2,1,Found another app
USR_04662,20,0,0,1,107,0,Not Churned
USR_04663,81,0,0,1,45,0,Not Churned
USR_04664,20,0,0,1,64,0,Not Churned
USR_04665,2,0,0,0,2,1,Found another app
USR_04666,10,0,0,0,11,0,Not Churned
USR_04667,24,0,0,1,71,0,Not Churned
USR_04668,55,0,0,1,111,0,Not Churned
USR_04669,21,0,0,1,46,0,Not Churned
USR_04670,9,0,0,0,16,0,Not Churned
USR_04671,5,0,0,0,19,0,Not Churned
USR_04672,25,0,0,1,77,0,Not Churned
USR_04673,25,0,0,1,70,0,Not Churned
USR_04674,5,0,0,0,9,0,Not Churned
USR_04675,1,0,0,0,1,1,Found another app
USR_04676,14,0,0,0,74,0,Not Churned
USR_04677,13,0,0,0,85,0,Not Churned
USR_04678,0,0,0,0,0,1,AI responses unhelpful
USR_04679,14,0,0,0,37,0,Not Churned
USR_04680,4,0,0,0,8,1,Found another app
USR_04681,24,0,0,1,28,0,Not Churned
USR_04682,19,0,0,1,94,0,Not Churned
USR_04683,0,0,0,0,1,1,Found another app
USR_04684,11,0,0,0,66,0,Not Churned
USR_04685,19,0,0,1,118,0,Not Churned
USR_04686,25,0,0,1,91,0,Not Churned
USR_04687,0,0,0,0,2,1,AI responses unhelpful
USR_04688,2,0,0,0,0,1,Slow response times
USR_04689,30,0,0,1,81,0,Not Churned
USR_04690,8,0,0,0,8,0,Not Churned
USR_04691,17,0,0,1,90,0,Not Churned
USR_04692,15,0,0,0,101,0,Not Churned
USR_04693,12,0,0,0,27,0,Not Churned
USR_04694,6,0,0,0,4,0,Not Churned
USR_04695,1,0,0,0,2,1,App crashes/Bugs
USR_04696,14,0,0,0,68,0,Not Churned
USR_04697,4,0,0,0,18,1,Slow response times
USR_04698,10,0,0,0,12,0,Not Churned
USR_04699,2,0,0,0,0,1,Found another app
USR_04700,33,0,0,1,29,0,Not Churned
USR_04701,7,0,0,0,4,0,Not Churned
USR_04702,2,0,0,0,1,1,Slow response times
USR_04703,17,0,0,1,56,0,Not Churned
USR_04704,17,0,0,1,80,0,Not Churned
USR_04705,6,0,0,0,7,0,Not Churned
USR_04706,3,0,0,0,17,1,Slow response times
USR_04707,7,0,0,0,9,0,Not Churned
USR_04708,0,0,0,0,0,1,Slow response times
USR_04709,4,0,0,0,12,1,Slow response times
USR_04710,56,0,0,1,52,0,Not Churned
USR_04711,3,0,0,0,19,1,Found another app
USR_04712,4,0,0,0,9,1,Found another app
USR_04713,3,0,0,0,18,1,AI responses unhelpful
USR_04714,35,0,0,1,109,0,Not Churned
USR_04715,38,0,0,1,83,0,Not Churned
USR_04716,3,0,0,0,18,1,Slow response times
USR_04717,36,0,0,1,93,0,Not Churned
USR_04718,1,0,0,0,2,1,App crashes/Bugs
USR_04719,7,0,0,0,9,0,Not Churned
USR_04720,13,0,0,0,85,0,Not Churned
USR_04721,5,0,0,0,16,0,Not Churned
USR_04722,2,0,0,0,0,1,App crashes/Bugs
USR_04723,24,0,0,1,98,0,Not Churned
USR_04724,16,0,0,1,57,0,Not Churned
USR_04725,58,0,0,1,118,0,Not Churned
USR_04726,4,0,0,0,15,1,App crashes/Bugs
USR_04727,8,0,0,0,11,0,Not Churned
USR_04728,8,0,0,0,4,0,Not Churned
USR_04729,2,0,0,0,0,1,Slow response times
USR_04730,0,0,0,0,0,1,App crashes/Bugs
USR_04731,21,0,0,1,101,0,Not Churned
USR_04732,5,0,0,0,5,0,Not Churned
USR_04733,7,0,0,0,6,0,Not Churned
USR_04734,62,0,0,1,48,0,Not Churned
USR_04735,0,0,0,0,2,1,Too expensive
USR_04736,13,0,0,0,72,0,Not Churned
USR_04737,11,0,0,0,26,0,Not Churned
USR_04738,125,0,0,1,77,0,Not Churned
